Date,Zone,Count,CEP,Location,Category
2020-08-20,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-21,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-22,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-23,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-24,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-01,Setor Criméia Leste ,133,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-02,Setor Criméia Leste ,133,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-03,Setor Criméia Leste ,133,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-04,Setor Criméia Leste ,139,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-05,Setor Criméia Leste ,139,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-06,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-07,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-08,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-09,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-10,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-11,Setor Criméia Leste ,144,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-14,Setor Criméia Leste ,155,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-15,Setor Criméia Leste ,155,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-16,Setor Criméia Leste ,167,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-09-17,Setor Criméia Leste ,167,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-07,Jd. Europa ,18,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-08,Jd. Europa ,19,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-09,Jd. Europa ,19,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-10,Jd. Europa ,21,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-11,Jd. Europa ,21,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-12,Jd. Europa ,22,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-13,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-15,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-16,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-17,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-18,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-19,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-20,Jd. Europa ,25,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-21,Jd. Europa ,31,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-22,Jd. Europa ,31,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-23,Jd. Europa ,36,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-24,Jd. Europa ,39,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-25,Jd. Europa ,39,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-26,Jd. Europa ,43,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-28,Jd. Europa ,43,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-29,Jd. Europa ,44,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-30,Jd. Europa ,44,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-13,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-14,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-15,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-16,Jd. Europa ,62,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-17,Jd. Europa ,64,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-18,Jd. Europa ,64,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-19,Jd. Europa ,64,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-20,Jd. Europa ,65,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-21,Jd. Europa ,65,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-22,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-23,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-24,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-25,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-27,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-28,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-29,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-30,Jd. Europa ,69,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-31,Jd. Europa ,107,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-01,Jd. Europa ,44,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-02,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-03,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-04,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-06,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-07,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-08,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-09,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-07-10,Jd. Europa ,46,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-25,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-26,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-27,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-28,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-31,Jd. Europa ,220,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-01,Jd. Europa ,107,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-02,Jd. Europa ,107,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-03,Jd. Europa ,107,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-04,Jd. Europa ,126,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-05,Jd. Europa ,126,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-06,Jd. Europa ,126,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-07,Jd. Europa ,126,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-08,Jd. Europa ,156,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-09,Jd. Europa ,156,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-10,Jd. Europa ,156,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-11,Jd. Europa ,156,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-12,Jd. Europa ,169,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-13,Jd. Europa ,169,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-14,Jd. Europa ,169,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-17,Jd. Europa ,181,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-18,Jd. Europa ,181,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-19,Jd. Europa ,181,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-20,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-21,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-22,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-23,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-08-24,Jd. Europa ,197,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-01,Jd. Europa ,227,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-02,Jd. Europa ,227,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-03,Jd. Europa ,227,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-04,Jd. Europa ,231,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-05,Jd. Europa ,231,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-06,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-07,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-08,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-09,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-10,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-11,Jd. Europa ,250,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-14,Jd. Europa ,286,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-15,Jd. Europa ,286,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-16,Jd. Europa ,318,74325-256,"-16.7079476,-49.313301",Confirmed
2020-09-17,Jd. Europa ,318,74325-256,"-16.7079476,-49.313301",Confirmed
2020-06-10,Setor Campinas ,21,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-11,Setor Campinas ,21,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-12,Setor Campinas ,21,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-13,Setor Campinas ,24,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-15,Setor Campinas ,25,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-16,Setor Campinas ,26,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-17,Setor Campinas ,26,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-18,Setor Campinas ,26,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-19,Setor Campinas ,26,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-20,Setor Campinas ,26,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-21,Setor Campinas ,40,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-22,Setor Campinas ,40,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-23,Setor Campinas ,41,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-24,Setor Campinas ,44,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-25,Setor Campinas ,44,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-26,Setor Campinas ,46,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-28,Setor Campinas ,46,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-29,Setor Campinas ,50,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-30,Setor Campinas ,50,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-13,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-14,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-15,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-16,Setor Campinas ,88,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-17,Setor Campinas ,88,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-18,Setor Campinas ,88,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-19,Setor Campinas ,88,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-20,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-21,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-22,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-23,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-24,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-25,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-27,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-28,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-29,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-30,Setor Campinas ,91,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-31,Setor Campinas ,133,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-01,Setor Campinas ,50,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-02,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-03,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-04,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-06,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-07,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-08,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-09,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-07-10,Setor Campinas ,54,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-25,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-26,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-27,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-28,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-31,Setor Campinas ,268,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-01,Setor Campinas ,133,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-02,Setor Campinas ,133,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-03,Setor Campinas ,133,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-04,Setor Campinas ,151,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-05,Setor Campinas ,151,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-06,Setor Campinas ,151,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-07,Setor Campinas ,151,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-08,Setor Campinas ,177,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-09,Setor Campinas ,177,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-10,Setor Campinas ,177,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-11,Setor Campinas ,177,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-12,Setor Campinas ,200,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-13,Setor Campinas ,200,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-14,Setor Campinas ,200,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-17,Setor Campinas ,218,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-18,Setor Campinas ,218,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-19,Setor Campinas ,218,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-20,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-21,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-22,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-23,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-08-24,Setor Campinas ,232,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-01,Setor Campinas ,294,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-02,Setor Campinas ,294,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-03,Setor Campinas ,294,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-04,Setor Campinas ,299,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-05,Setor Campinas ,299,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-06,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-07,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-08,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-09,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-10,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-11,Setor Campinas ,318,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-14,Setor Campinas ,349,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-15,Setor Campinas ,349,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-16,Setor Campinas ,383,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-09-17,Setor Campinas ,383,74523-050,"-16.6566577,-49.2969465",Confirmed
2020-06-11,Jd. Guanabara II ,17,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-12,Jd. Guanabara II ,18,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-13,Jd. Guanabara II ,19,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-15,Jd. Guanabara II ,19,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-16,Jd. Guanabara II ,20,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-17,Jd. Guanabara II ,20,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-18,Jd. Guanabara II ,20,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-19,Jd. Guanabara II ,20,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-20,Jd. Guanabara II ,20,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-21,Jd. Guanabara II ,32,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-22,Jd. Guanabara II ,32,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-23,Jd. Guanabara II ,33,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-24,Jd. Guanabara II ,33,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-25,Jd. Guanabara II ,33,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-26,Jd. Guanabara II ,33,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-28,Jd. Guanabara II ,33,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-29,Jd. Guanabara II ,34,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-06-30,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-13,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-14,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-15,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-16,Jd. Guanabara II ,46,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-17,Jd. Guanabara II ,48,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-18,Jd. Guanabara II ,48,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-19,Jd. Guanabara II ,48,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-20,Jd. Guanabara II ,54,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-21,Jd. Guanabara II ,54,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-22,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-23,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-24,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-25,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-27,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-28,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-29,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-30,Jd. Guanabara II ,55,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-31,Jd. Guanabara II ,57,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-01,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-02,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-03,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-04,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-06,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-07,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-08,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-09,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-07-10,Jd. Guanabara II ,36,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-25,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-26,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-27,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-28,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-31,Jd. Guanabara II ,127,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-01,Jd. Guanabara II ,57,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-02,Jd. Guanabara II ,57,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-03,Jd. Guanabara II ,57,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-04,Jd. Guanabara II ,68,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-05,Jd. Guanabara II ,68,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-06,Jd. Guanabara II ,68,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-07,Jd. Guanabara II ,68,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-08,Jd. Guanabara II ,81,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-09,Jd. Guanabara II ,81,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-10,Jd. Guanabara II ,81,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-11,Jd. Guanabara II ,81,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-12,Jd. Guanabara II ,88,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-13,Jd. Guanabara II ,88,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-14,Jd. Guanabara II ,88,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-17,Jd. Guanabara II ,108,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-18,Jd. Guanabara II ,108,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-19,Jd. Guanabara II ,108,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-20,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-21,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-22,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-23,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-08-24,Jd. Guanabara II ,118,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-09-01,Jd. Guanabara II ,133,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-09-02,Jd. Guanabara II ,133,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-09-03,Jd. Guanabara II ,133,74683-540,"-16.6116081,-49.2135166",Confirmed
2020-09-04,Jd. Guanabara II ,135,74683-540,"-16.6116081,-49.2135166",Confirmed
