data,bairro,qtd_casos,regiao
2020-07-10,Santo Hilário,31,Leste
2020-08-25,Santo Hilário,79,Leste
2020-08-26,Santo Hilário,79,Leste
2020-08-27,Santo Hilário,79,Leste
2020-08-28,Santo Hilário,79,Leste
2020-08-01,Santo Hilário,52,Leste
2020-08-02,Santo Hilário,52,Leste
2020-08-03,Santo Hilário,52,Leste
2020-08-04,Santo Hilário,57,Leste
2020-08-05,Santo Hilário,57,Leste
2020-08-06,Santo Hilário,57,Leste
2020-08-07,Santo Hilário,57,Leste
2020-08-08,Santo Hilário,61,Leste
2020-08-09,Santo Hilário,61,Leste
2020-08-10,Santo Hilário,61,Leste
2020-08-11,Santo Hilário,61,Leste
2020-08-12,Santo Hilário,68,Leste
2020-08-13,Santo Hilário,68,Leste
2020-08-14,Santo Hilário,68,Leste
2020-08-20,Santo Hilário,79,Leste
2020-08-21,Santo Hilário,79,Leste
2020-08-22,Santo Hilário,79,Leste
2020-08-23,Santo Hilário,79,Leste
2020-08-24,Santo Hilário,79,Leste
2020-09-01,Santo Hilário,99,Leste
2020-09-02,Santo Hilário,99,Leste
2020-09-03,Santo Hilário,99,Leste
2020-09-04,Santo Hilário,99,Leste
2020-09-05,Santo Hilário,99,Leste
2020-09-06,Santo Hilário,108,Leste
2020-09-07,Santo Hilário,108,Leste
2020-09-08,Santo Hilário,108,Leste
2020-09-09,Santo Hilário,108,Leste
2020-09-10,Santo Hilário,108,Leste
2020-09-11,Santo Hilário,108,Leste
2020-06-15,Jardim Mariliza,12,Leste
2020-06-16,Jardim Mariliza,13,Leste
2020-06-17,Jardim Mariliza,13,Leste
2020-06-18,Jardim Mariliza,13,Leste
2020-06-19,Jardim Mariliza,13,Leste
2020-06-20,Jardim Mariliza,13,Leste
2020-06-21,Jardim Mariliza,24,Leste
2020-06-22,Jardim Mariliza,24,Leste
2020-06-23,Jardim Mariliza,26,Leste
2020-06-24,Jardim Mariliza,27,Leste
2020-06-25,Jardim Mariliza,27,Leste
2020-06-26,Jardim Mariliza,28,Leste
2020-06-28,Jardim Mariliza,28,Leste
2020-06-29,Jardim Mariliza,34,Leste
2020-06-30,Jardim Mariliza,35,Leste
2020-07-13,Jardim Mariliza,36,Leste
2020-07-14,Jardim Mariliza,36,Leste
2020-07-15,Jardim Mariliza,36,Leste
2020-07-16,Jardim Mariliza,45,Leste
2020-07-17,Jardim Mariliza,47,Leste
2020-07-18,Jardim Mariliza,47,Leste
2020-07-19,Jardim Mariliza,47,Leste
2020-07-20,Jardim Mariliza,47,Leste
2020-07-21,Jardim Mariliza,47,Leste
2020-07-22,Jardim Mariliza,49,Leste
2020-07-23,Jardim Mariliza,49,Leste
2020-07-24,Jardim Mariliza,49,Leste
2020-07-25,Jardim Mariliza,49,Leste
2020-07-27,Jardim Mariliza,49,Leste
2020-07-28,Jardim Mariliza,49,Leste
2020-07-29,Jardim Mariliza,49,Leste
2020-07-30,Jardim Mariliza,49,Leste
2020-07-31,Jardim Mariliza,65,Leste
2020-07-01,Jardim Mariliza,35,Leste
2020-07-02,Jardim Mariliza,36,Leste
2020-07-03,Jardim Mariliza,36,Leste
2020-07-04,Jardim Mariliza,36,Leste
2020-07-06,Jardim Mariliza,36,Leste
2020-07-07,Jardim Mariliza,36,Leste
2020-07-08,Jardim Mariliza,36,Leste
2020-07-09,Jardim Mariliza,36,Leste
2020-07-10,Jardim Mariliza,36,Leste
2020-08-25,Jardim Mariliza,126,Leste
2020-08-26,Jardim Mariliza,126,Leste
2020-08-27,Jardim Mariliza,126,Leste
2020-08-28,Jardim Mariliza,126,Leste
2020-08-31,Jardim Mariliza,141,Leste
2020-08-01,Jardim Mariliza,65,Leste
2020-08-02,Jardim Mariliza,65,Leste
2020-08-03,Jardim Mariliza,65,Leste
2020-08-04,Jardim Mariliza,75,Leste
2020-08-05,Jardim Mariliza,75,Leste
2020-08-06,Jardim Mariliza,75,Leste
2020-08-07,Jardim Mariliza,75,Leste
2020-08-08,Jardim Mariliza,95,Leste
2020-08-09,Jardim Mariliza,95,Leste
2020-08-10,Jardim Mariliza,95,Leste
2020-08-11,Jardim Mariliza,95,Leste
2020-08-12,Jardim Mariliza,109,Leste
2020-08-13,Jardim Mariliza,109,Leste
2020-08-14,Jardim Mariliza,109,Leste
2020-08-17,Jardim Mariliza,115,Leste
2020-08-18,Jardim Mariliza,115,Leste
2020-08-19,Jardim Mariliza,115,Leste
2020-08-20,Jardim Mariliza,126,Leste
2020-08-21,Jardim Mariliza,126,Leste
2020-08-22,Jardim Mariliza,126,Leste
2020-08-23,Jardim Mariliza,126,Leste
2020-08-24,Jardim Mariliza,126,Leste
2020-09-01,Jardim Mariliza,159,Leste
2020-09-02,Jardim Mariliza,159,Leste
2020-09-03,Jardim Mariliza,159,Leste
2020-09-04,Jardim Mariliza,164,Leste
2020-09-05,Jardim Mariliza,164,Leste
2020-09-06,Jardim Mariliza,184,Leste
2020-09-07,Jardim Mariliza,184,Leste
2020-09-08,Jardim Mariliza,184,Leste
2020-09-09,Jardim Mariliza,184,Leste
2020-09-10,Jardim Mariliza,184,Leste
2020-09-11,Jardim Mariliza,184,Leste
2020-09-14,Jardim Mariliza,195,Leste
2020-09-15,Jardim Mariliza,195,Leste
2020-09-16,Jardim Mariliza,205,Leste
2020-09-17,Jardim Mariliza,205,Leste
2020-06-15,Setor Novo Horizonte,12,Sudoeste
2020-06-15,Setor Novo Horizonte,12,Sudoeste
2020-06-15,Setor Novo Horizonte,12,Sudoeste
2020-06-16,Setor Novo Horizonte,13,Sudoeste
2020-06-16,Setor Novo Horizonte,13,Sudoeste
2020-06-16,Setor Novo Horizonte,13,Sudoeste
2020-06-17,Setor Novo Horizonte,13,Sudoeste
2020-06-17,Setor Novo Horizonte,13,Sudoeste
2020-06-17,Setor Novo Horizonte,13,Sudoeste
2020-06-18,Setor Novo Horizonte,13,Sudoeste
2020-06-18,Setor Novo Horizonte,13,Sudoeste
2020-06-18,Setor Novo Horizonte,13,Sudoeste
2020-06-19,Setor Novo Horizonte,13,Sudoeste
2020-06-19,Setor Novo Horizonte,13,Sudoeste
2020-06-19,Setor Novo Horizonte,13,Sudoeste
2020-06-20,Setor Novo Horizonte,13,Sudoeste
2020-06-20,Setor Novo Horizonte,13,Sudoeste
2020-06-20,Setor Novo Horizonte,13,Sudoeste
2020-06-22,Setor Novo Horizonte,18,Sudoeste
2020-06-22,Setor Novo Horizonte,18,Sudoeste
2020-06-22,Setor Novo Horizonte,18,Sudoeste
2020-06-23,Setor Novo Horizonte,20,Sudoeste
2020-06-23,Setor Novo Horizonte,20,Sudoeste
2020-06-23,Setor Novo Horizonte,20,Sudoeste
2020-06-26,Setor Novo Horizonte,23,Sudoeste
2020-06-26,Setor Novo Horizonte,23,Sudoeste
2020-06-26,Setor Novo Horizonte,23,Sudoeste
2020-06-28,Setor Novo Horizonte,23,Sudoeste
2020-06-28,Setor Novo Horizonte,23,Sudoeste
2020-06-28,Setor Novo Horizonte,23,Sudoeste
2020-06-29,Setor Novo Horizonte,25,Sudoeste
2020-06-29,Setor Novo Horizonte,25,Sudoeste
2020-06-29,Setor Novo Horizonte,25,Sudoeste
2020-06-30,Setor Novo Horizonte,25,Sudoeste
2020-06-30,Setor Novo Horizonte,25,Sudoeste
2020-06-30,Setor Novo Horizonte,25,Sudoeste
2020-07-16,Setor Novo Horizonte,39,Sudoeste
2020-07-16,Setor Novo Horizonte,39,Sudoeste
2020-07-16,Setor Novo Horizonte,39,Sudoeste
2020-07-17,Setor Novo Horizonte,41,Sudoeste
2020-07-17,Setor Novo Horizonte,41,Sudoeste
2020-07-17,Setor Novo Horizonte,41,Sudoeste
2020-07-18,Setor Novo Horizonte,41,Sudoeste
2020-07-18,Setor Novo Horizonte,41,Sudoeste
2020-07-18,Setor Novo Horizonte,41,Sudoeste
2020-07-19,Setor Novo Horizonte,41,Sudoeste
2020-07-19,Setor Novo Horizonte,41,Sudoeste
2020-07-19,Setor Novo Horizonte,41,Sudoeste
2020-07-20,Setor Novo Horizonte,42,Sudoeste
2020-07-20,Setor Novo Horizonte,42,Sudoeste
2020-07-20,Setor Novo Horizonte,42,Sudoeste
2020-07-21,Setor Novo Horizonte,42,Sudoeste
2020-07-21,Setor Novo Horizonte,42,Sudoeste
2020-07-21,Setor Novo Horizonte,42,Sudoeste
2020-07-22,Setor Novo Horizonte,44,Sudoeste
2020-07-22,Setor Novo Horizonte,44,Sudoeste
2020-07-22,Setor Novo Horizonte,44,Sudoeste
2020-07-23,Setor Novo Horizonte,44,Sudoeste
2020-07-23,Setor Novo Horizonte,44,Sudoeste
2020-07-23,Setor Novo Horizonte,44,Sudoeste
2020-07-24,Setor Novo Horizonte,44,Sudoeste
2020-07-24,Setor Novo Horizonte,44,Sudoeste
2020-07-24,Setor Novo Horizonte,44,Sudoeste
2020-07-25,Setor Novo Horizonte,44,Sudoeste
2020-07-25,Setor Novo Horizonte,44,Sudoeste
2020-07-25,Setor Novo Horizonte,44,Sudoeste
2020-07-27,Setor Novo Horizonte,44,Sudoeste
2020-07-27,Setor Novo Horizonte,44,Sudoeste
2020-07-27,Setor Novo Horizonte,44,Sudoeste
2020-07-28,Setor Novo Horizonte,44,Sudoeste
2020-07-28,Setor Novo Horizonte,44,Sudoeste
2020-07-28,Setor Novo Horizonte,44,Sudoeste
2020-07-29,Setor Novo Horizonte,44,Sudoeste
2020-07-29,Setor Novo Horizonte,44,Sudoeste
2020-07-29,Setor Novo Horizonte,44,Sudoeste
2020-07-30,Setor Novo Horizonte,44,Sudoeste
2020-07-30,Setor Novo Horizonte,44,Sudoeste
2020-07-30,Setor Novo Horizonte,44,Sudoeste
2020-07-31,Setor Novo Horizonte,68,Sudoeste
2020-07-31,Setor Novo Horizonte,68,Sudoeste
2020-07-31,Setor Novo Horizonte,68,Sudoeste
2020-07-01,Setor Novo Horizonte,25,Sudoeste
2020-07-01,Setor Novo Horizonte,25,Sudoeste
2020-07-01,Setor Novo Horizonte,25,Sudoeste
2020-08-25,Setor Novo Horizonte,127,Sudoeste
2020-08-25,Setor Novo Horizonte,127,Sudoeste
2020-08-25,Setor Novo Horizonte,127,Sudoeste
2020-08-26,Setor Novo Horizonte,127,Sudoeste
2020-08-26,Setor Novo Horizonte,127,Sudoeste
2020-08-26,Setor Novo Horizonte,127,Sudoeste
2020-08-27,Setor Novo Horizonte,127,Sudoeste
2020-08-27,Setor Novo Horizonte,127,Sudoeste
2020-08-27,Setor Novo Horizonte,127,Sudoeste
2020-08-28,Setor Novo Horizonte,127,Sudoeste
2020-08-28,Setor Novo Horizonte,127,Sudoeste
2020-08-28,Setor Novo Horizonte,127,Sudoeste
2020-08-31,Setor Novo Horizonte,145,Sudoeste
2020-08-31,Setor Novo Horizonte,145,Sudoeste
2020-08-31,Setor Novo Horizonte,145,Sudoeste
2020-08-01,Setor Novo Horizonte,68,Sudoeste
2020-08-01,Setor Novo Horizonte,68,Sudoeste
2020-08-01,Setor Novo Horizonte,68,Sudoeste
2020-08-02,Setor Novo Horizonte,68,Sudoeste
2020-08-02,Setor Novo Horizonte,68,Sudoeste
2020-08-02,Setor Novo Horizonte,68,Sudoeste
2020-08-03,Setor Novo Horizonte,68,Sudoeste
2020-08-03,Setor Novo Horizonte,68,Sudoeste
2020-08-03,Setor Novo Horizonte,68,Sudoeste
2020-08-04,Setor Novo Horizonte,79,Sudoeste
2020-08-04,Setor Novo Horizonte,79,Sudoeste
2020-08-04,Setor Novo Horizonte,79,Sudoeste
2020-08-05,Setor Novo Horizonte,79,Sudoeste
2020-08-05,Setor Novo Horizonte,79,Sudoeste
2020-08-05,Setor Novo Horizonte,79,Sudoeste
2020-08-06,Setor Novo Horizonte,79,Sudoeste
2020-08-06,Setor Novo Horizonte,79,Sudoeste
2020-08-06,Setor Novo Horizonte,79,Sudoeste
2020-08-07,Setor Novo Horizonte,79,Sudoeste
2020-08-07,Setor Novo Horizonte,79,Sudoeste
2020-08-07,Setor Novo Horizonte,79,Sudoeste
2020-08-08,Setor Novo Horizonte,97,Sudoeste
2020-08-08,Setor Novo Horizonte,97,Sudoeste
2020-08-08,Setor Novo Horizonte,97,Sudoeste
2020-08-09,Setor Novo Horizonte,97,Sudoeste
2020-08-09,Setor Novo Horizonte,97,Sudoeste
2020-08-09,Setor Novo Horizonte,97,Sudoeste
2020-08-10,Setor Novo Horizonte,97,Sudoeste
2020-08-10,Setor Novo Horizonte,97,Sudoeste
2020-08-10,Setor Novo Horizonte,97,Sudoeste
2020-08-11,Setor Novo Horizonte,97,Sudoeste
2020-08-11,Setor Novo Horizonte,97,Sudoeste
2020-08-11,Setor Novo Horizonte,97,Sudoeste
2020-08-12,Setor Novo Horizonte,107,Sudoeste
2020-08-12,Setor Novo Horizonte,107,Sudoeste
2020-08-12,Setor Novo Horizonte,107,Sudoeste
2020-08-13,Setor Novo Horizonte,107,Sudoeste
2020-08-13,Setor Novo Horizonte,107,Sudoeste
2020-08-13,Setor Novo Horizonte,107,Sudoeste
2020-08-14,Setor Novo Horizonte,107,Sudoeste
2020-08-14,Setor Novo Horizonte,107,Sudoeste
2020-08-14,Setor Novo Horizonte,107,Sudoeste
2020-08-17,Setor Novo Horizonte,112,Sudoeste
2020-08-17,Setor Novo Horizonte,112,Sudoeste
2020-08-17,Setor Novo Horizonte,112,Sudoeste
2020-08-18,Setor Novo Horizonte,112,Sudoeste
2020-08-18,Setor Novo Horizonte,112,Sudoeste
2020-08-18,Setor Novo Horizonte,112,Sudoeste
2020-08-19,Setor Novo Horizonte,112,Sudoeste
2020-08-19,Setor Novo Horizonte,112,Sudoeste
2020-08-19,Setor Novo Horizonte,112,Sudoeste
2020-08-20,Setor Novo Horizonte,127,Sudoeste
2020-08-20,Setor Novo Horizonte,127,Sudoeste
2020-08-20,Setor Novo Horizonte,127,Sudoeste
2020-08-21,Setor Novo Horizonte,127,Sudoeste
2020-08-21,Setor Novo Horizonte,127,Sudoeste
2020-08-21,Setor Novo Horizonte,127,Sudoeste
2020-08-22,Setor Novo Horizonte,127,Sudoeste
2020-08-22,Setor Novo Horizonte,127,Sudoeste
2020-08-22,Setor Novo Horizonte,127,Sudoeste
2020-08-23,Setor Novo Horizonte,127,Sudoeste
2020-08-23,Setor Novo Horizonte,127,Sudoeste
2020-08-23,Setor Novo Horizonte,127,Sudoeste
2020-08-24,Setor Novo Horizonte,127,Sudoeste
2020-08-24,Setor Novo Horizonte,127,Sudoeste
2020-08-24,Setor Novo Horizonte,127,Sudoeste
2020-09-01,Setor Novo Horizonte,159,Sudoeste
2020-09-01,Setor Novo Horizonte,159,Sudoeste
2020-09-01,Setor Novo Horizonte,159,Sudoeste
2020-09-02,Setor Novo Horizonte,159,Sudoeste
2020-09-02,Setor Novo Horizonte,159,Sudoeste
2020-09-02,Setor Novo Horizonte,159,Sudoeste
2020-09-03,Setor Novo Horizonte,159,Sudoeste
2020-09-03,Setor Novo Horizonte,159,Sudoeste
2020-09-03,Setor Novo Horizonte,159,Sudoeste
2020-09-04,Setor Novo Horizonte,158,Sudoeste
2020-09-04,Setor Novo Horizonte,158,Sudoeste
2020-09-04,Setor Novo Horizonte,158,Sudoeste
2020-09-05,Setor Novo Horizonte,158,Sudoeste
2020-09-05,Setor Novo Horizonte,158,Sudoeste
2020-09-05,Setor Novo Horizonte,158,Sudoeste
2020-09-06,Setor Novo Horizonte,171,Sudoeste
2020-09-06,Setor Novo Horizonte,171,Sudoeste
2020-09-06,Setor Novo Horizonte,171,Sudoeste
2020-09-07,Setor Novo Horizonte,171,Sudoeste
2020-09-07,Setor Novo Horizonte,171,Sudoeste
2020-09-07,Setor Novo Horizonte,171,Sudoeste
2020-09-08,Setor Novo Horizonte,171,Sudoeste
2020-09-08,Setor Novo Horizonte,171,Sudoeste
2020-09-08,Setor Novo Horizonte,171,Sudoeste
2020-09-09,Setor Novo Horizonte,171,Sudoeste
2020-09-09,Setor Novo Horizonte,171,Sudoeste
2020-09-09,Setor Novo Horizonte,171,Sudoeste
2020-09-10,Setor Novo Horizonte,171,Sudoeste
2020-09-10,Setor Novo Horizonte,171,Sudoeste
2020-09-10,Setor Novo Horizonte,171,Sudoeste
2020-09-11,Setor Novo Horizonte,171,Sudoeste
2020-09-11,Setor Novo Horizonte,171,Sudoeste
2020-09-11,Setor Novo Horizonte,171,Sudoeste
2020-09-14,Setor Novo Horizonte,193,Sudoeste
2020-09-14,Setor Novo Horizonte,193,Sudoeste
2020-09-14,Setor Novo Horizonte,193,Sudoeste
2020-09-15,Setor Novo Horizonte,193,Sudoeste
2020-09-15,Setor Novo Horizonte,193,Sudoeste
2020-09-15,Setor Novo Horizonte,193,Sudoeste
2020-09-16,Setor Novo Horizonte,203,Sudoeste
2020-09-16,Setor Novo Horizonte,203,Sudoeste
2020-09-16,Setor Novo Horizonte,203,Sudoeste
2020-09-17,Setor Novo Horizonte,203,Sudoeste
2020-09-17,Setor Novo Horizonte,203,Sudoeste
2020-09-17,Setor Novo Horizonte,203,Sudoeste
2020-06-21,Goiá,21,Oeste
2020-06-22,Goiá,21,Oeste
2020-06-23,Goiá,25,Oeste
2020-06-24,Goiá,29,Oeste
2020-06-25,Goiá,29,Oeste
2020-06-26,Goiá,34,Oeste
2020-06-28,Goiá,34,Oeste
2020-06-29,Goiá,35,Oeste
2020-06-30,Goiá,35,Oeste
2020-07-13,Goiá,37,Oeste
2020-07-14,Goiá,37,Oeste
2020-07-15,Goiá,37,Oeste
2020-07-16,Goiá,43,Oeste
2020-07-17,Goiá,46,Oeste
2020-07-18,Goiá,46,Oeste
2020-07-19,Goiá,46,Oeste
2020-07-20,Goiá,49,Oeste
2020-07-21,Goiá,49,Oeste
2020-07-22,Goiá,50,Oeste
2020-07-23,Goiá,50,Oeste
2020-07-24,Goiá,50,Oeste
2020-07-25,Goiá,50,Oeste
2020-07-27,Goiá,50,Oeste
2020-07-28,Goiá,50,Oeste
2020-07-29,Goiá,50,Oeste
2020-07-30,Goiá,50,Oeste
2020-07-31,Goiá,69,Oeste
2020-07-01,Goiá,35,Oeste
2020-07-02,Goiá,37,Oeste
2020-07-03,Goiá,37,Oeste
2020-07-04,Goiá,37,Oeste
2020-07-06,Goiá,37,Oeste
2020-07-07,Goiá,37,Oeste
2020-07-08,Goiá,37,Oeste
2020-07-09,Goiá,37,Oeste
2020-07-10,Goiá,37,Oeste
2020-08-25,Goiá,102,Oeste
2020-08-26,Goiá,102,Oeste
2020-08-27,Goiá,102,Oeste
2020-08-28,Goiá,102,Oeste
2020-08-31,Goiá,111,Oeste
2020-08-01,Goiá,69,Oeste
2020-08-02,Goiá,69,Oeste
2020-08-03,Goiá,69,Oeste
2020-08-04,Goiá,79,Oeste
2020-08-05,Goiá,79,Oeste
2020-08-06,Goiá,79,Oeste
2020-08-07,Goiá,79,Oeste
2020-08-08,Goiá,89,Oeste
2020-08-09,Goiá,89,Oeste
2020-08-10,Goiá,89,Oeste
2020-08-11,Goiá,89,Oeste
2020-08-12,Goiá,94,Oeste
2020-08-13,Goiá,94,Oeste
2020-08-14,Goiá,94,Oeste
2020-08-17,Goiá,100,Oeste
2020-08-18,Goiá,100,Oeste
2020-08-19,Goiá,100,Oeste
2020-08-20,Goiá,102,Oeste
2020-08-21,Goiá,102,Oeste
2020-08-22,Goiá,102,Oeste
2020-08-23,Goiá,102,Oeste
2020-08-24,Goiá,102,Oeste
2020-09-01,Goiá,127,Oeste
2020-09-02,Goiá,127,Oeste
2020-09-03,Goiá,127,Oeste
2020-09-04,Goiá,128,Oeste
2020-09-05,Goiá,128,Oeste
2020-09-06,Goiá,135,Oeste
2020-09-07,Goiá,135,Oeste
2020-09-08,Goiá,135,Oeste
2020-09-09,Goiá,135,Oeste
2020-09-10,Goiá,135,Oeste
2020-09-11,Goiá,135,Oeste
2020-09-14,Goiá,155,Oeste
2020-09-15,Goiá,155,Oeste
2020-09-16,Goiá,167,Oeste
2020-09-17,Goiá,167,Oeste
2020-06-21,Residencial Brisas da Mata,19,Noroeste
2020-06-22,Residencial Brisas da Mata,19,Noroeste
2020-06-23,Residencial Brisas da Mata,20,Noroeste
2020-06-24,Residencial Brisas da Mata,22,Noroeste
2020-06-25,Residencial Brisas da Mata,22,Noroeste
2020-06-26,Residencial Brisas da Mata,25,Noroeste
2020-06-28,Residencial Brisas da Mata,25,Noroeste
2020-06-29,Residencial Brisas da Mata,29,Noroeste
2020-06-30,Residencial Brisas da Mata,30,Noroeste
2020-07-13,Residencial Brisas da Mata,31,Noroeste
2020-07-14,Residencial Brisas da Mata,31,Noroeste
2020-07-15,Residencial Brisas da Mata,31,Noroeste
2020-07-19,Residencial Brisas da Mata,34,Noroeste
2020-07-20,Residencial Brisas da Mata,38,Noroeste
2020-07-21,Residencial Brisas da Mata,38,Noroeste
2020-07-22,Residencial Brisas da Mata,40,Noroeste
2020-07-23,Residencial Brisas da Mata,40,Noroeste
2020-07-24,Residencial Brisas da Mata,40,Noroeste
2020-07-25,Residencial Brisas da Mata,40,Noroeste
2020-07-27,Residencial Brisas da Mata,40,Noroeste
2020-07-28,Residencial Brisas da Mata,40,Noroeste
2020-07-29,Residencial Brisas da Mata,40,Noroeste
2020-07-30,Residencial Brisas da Mata,40,Noroeste
2020-07-31,Residencial Brisas da Mata,47,Noroeste
2020-07-01,Residencial Brisas da Mata,30,Noroeste
2020-07-02,Residencial Brisas da Mata,31,Noroeste
2020-07-03,Residencial Brisas da Mata,31,Noroeste
2020-07-04,Residencial Brisas da Mata,31,Noroeste
2020-07-06,Residencial Brisas da Mata,31,Noroeste
2020-07-07,Residencial Brisas da Mata,31,Noroeste
2020-07-08,Residencial Brisas da Mata,31,Noroeste
2020-07-09,Residencial Brisas da Mata,31,Noroeste
2020-07-10,Residencial Brisas da Mata,31,Noroeste
2020-08-25,Residencial Brisas da Mata,85,Noroeste
2020-08-26,Residencial Brisas da Mata,85,Noroeste
2020-08-27,Residencial Brisas da Mata,85,Noroeste
2020-08-28,Residencial Brisas da Mata,85,Noroeste
2020-08-31,Residencial Brisas da Mata,107,Noroeste
2020-08-01,Residencial Brisas da Mata,47,Noroeste
2020-08-02,Residencial Brisas da Mata,47,Noroeste
2020-08-03,Residencial Brisas da Mata,47,Noroeste
2020-08-04,Residencial Brisas da Mata,55,Noroeste
2020-08-05,Residencial Brisas da Mata,55,Noroeste
2020-08-06,Residencial Brisas da Mata,55,Noroeste
2020-08-07,Residencial Brisas da Mata,55,Noroeste
2020-08-08,Residencial Brisas da Mata,60,Noroeste
2020-08-09,Residencial Brisas da Mata,60,Noroeste
2020-08-10,Residencial Brisas da Mata,60,Noroeste
2020-08-11,Residencial Brisas da Mata,60,Noroeste
2020-08-12,Residencial Brisas da Mata,64,Noroeste
2020-08-13,Residencial Brisas da Mata,64,Noroeste
2020-08-14,Residencial Brisas da Mata,64,Noroeste
2020-08-17,Residencial Brisas da Mata,76,Noroeste
2020-08-18,Residencial Brisas da Mata,76,Noroeste
2020-08-19,Residencial Brisas da Mata,76,Noroeste
2020-08-20,Residencial Brisas da Mata,85,Noroeste
2020-08-21,Residencial Brisas da Mata,85,Noroeste
2020-08-22,Residencial Brisas da Mata,85,Noroeste
2020-08-23,Residencial Brisas da Mata,85,Noroeste
2020-08-24,Residencial Brisas da Mata,85,Noroeste
2020-09-01,Residencial Brisas da Mata,126,Noroeste
2020-09-02,Residencial Brisas da Mata,126,Noroeste
2020-09-03,Residencial Brisas da Mata,126,Noroeste
2020-09-04,Residencial Brisas da Mata,127,Noroeste
2020-09-05,Residencial Brisas da Mata,127,Noroeste
2020-09-06,Residencial Brisas da Mata,132,Noroeste
2020-09-07,Residencial Brisas da Mata,132,Noroeste
2020-09-08,Residencial Brisas da Mata,132,Noroeste
2020-09-09,Residencial Brisas da Mata,132,Noroeste
2020-09-10,Residencial Brisas da Mata,132,Noroeste
2020-09-11,Residencial Brisas da Mata,132,Noroeste
2020-09-14,Residencial Brisas da Mata,139,Noroeste
2020-09-15,Residencial Brisas da Mata,139,Noroeste
2020-09-16,Residencial Brisas da Mata,148,Noroeste
2020-09-17,Residencial Brisas da Mata,148,Noroeste
2020-06-22,Vila Jardim Pompéia,18,Norte
2020-06-23,Vila Jardim Pompéia,20,Norte
2020-06-24,Vila Jardim Pompéia,21,Norte
2020-06-25,Vila Jardim Pompéia,21,Norte
2020-06-26,Vila Jardim Pompéia,22,Norte
2020-06-28,Vila Jardim Pompéia,22,Norte
2020-08-25,Vila Jardim Pompéia,79,Norte
2020-08-26,Vila Jardim Pompéia,79,Norte
2020-08-27,Vila Jardim Pompéia,79,Norte
2020-08-28,Vila Jardim Pompéia,79,Norte
2020-08-31,Vila Jardim Pompéia,91,Norte
2020-08-04,Vila Jardim Pompéia,48,Norte
2020-08-05,Vila Jardim Pompéia,48,Norte
2020-08-06,Vila Jardim Pompéia,48,Norte
2020-08-07,Vila Jardim Pompéia,48,Norte
2020-08-12,Vila Jardim Pompéia,64,Norte
2020-08-13,Vila Jardim Pompéia,64,Norte
2020-08-14,Vila Jardim Pompéia,64,Norte
2020-08-17,Vila Jardim Pompéia,71,Norte
2020-08-18,Vila Jardim Pompéia,71,Norte
2020-08-19,Vila Jardim Pompéia,71,Norte
2020-08-20,Vila Jardim Pompéia,79,Norte
2020-08-21,Vila Jardim Pompéia,79,Norte
2020-08-22,Vila Jardim Pompéia,79,Norte
2020-08-23,Vila Jardim Pompéia,79,Norte
2020-08-24,Vila Jardim Pompéia,79,Norte
2020-09-01,Vila Jardim Pompéia,99,Norte
2020-09-02,Vila Jardim Pompéia,99,Norte
2020-09-03,Vila Jardim Pompéia,99,Norte
2020-09-04,Vila Jardim Pompéia,101,Norte
2020-09-05,Vila Jardim Pompéia,101,Norte
2020-09-06,Vila Jardim Pompéia,104,Norte
2020-09-07,Vila Jardim Pompéia,104,Norte
2020-09-14,Vila Jardim Pompéia,118,Norte
2020-09-15,Vila Jardim Pompéia,118,Norte
2020-09-16,Vila Jardim Pompéia,128,Norte
2020-09-17,Vila Jardim Pompéia,128,Norte
2020-06-24,Setor Norte Ferroviário,21,Centro Oeste
2020-06-25,Setor Norte Ferroviário,21,Centro Oeste
2020-06-26,Setor Norte Ferroviário,24,Centro Oeste
2020-06-28,Setor Norte Ferroviário,24,Centro Oeste
2020-06-29,Setor Norte Ferroviário,26,Centro Oeste
2020-06-30,Setor Norte Ferroviário,26,Centro Oeste
2020-07-13,Setor Norte Ferroviário,30,Centro Oeste
2020-07-14,Setor Norte Ferroviário,30,Centro Oeste
2020-07-15,Setor Norte Ferroviário,30,Centro Oeste
2020-07-16,Setor Norte Ferroviário,38,Centro Oeste
2020-07-17,Setor Norte Ferroviário,38,Centro Oeste
2020-07-18,Setor Norte Ferroviário,38,Centro Oeste
2020-07-19,Setor Norte Ferroviário,38,Centro Oeste
2020-07-20,Setor Norte Ferroviário,38,Centro Oeste
2020-07-21,Setor Norte Ferroviário,38,Centro Oeste
2020-07-22,Setor Norte Ferroviário,40,Centro Oeste
2020-07-23,Setor Norte Ferroviário,40,Centro Oeste
2020-07-24,Setor Norte Ferroviário,40,Centro Oeste
2020-07-25,Setor Norte Ferroviário,40,Centro Oeste
2020-07-27,Setor Norte Ferroviário,40,Centro Oeste
2020-07-28,Setor Norte Ferroviário,40,Centro Oeste
2020-07-29,Setor Norte Ferroviário,40,Centro Oeste
2020-07-30,Setor Norte Ferroviário,40,Centro Oeste
2020-07-31,Setor Norte Ferroviário,55,Centro Oeste
2020-07-01,Setor Norte Ferroviário,26,Centro Oeste
2020-07-02,Setor Norte Ferroviário,30,Centro Oeste
2020-07-03,Setor Norte Ferroviário,30,Centro Oeste
2020-07-04,Setor Norte Ferroviário,30,Centro Oeste
2020-07-06,Setor Norte Ferroviário,30,Centro Oeste
